neighbourhood_group,room_type,price,availability_365
Brooklyn,Private room,45,37
Manhattan,Private room,80,2
Manhattan,Entire home_apt,153,274
Queens,Private room,80,89
Manhattan,Private room,350,0
Brooklyn,Entire home_apt,125,0
Brooklyn,Entire home_apt,600,66
Manhattan,Entire home_apt,1000,0
Manhattan,Private room,425,180
Brooklyn,Entire home_apt,88,34
Queens,Private room,65,341
Manhattan,Entire home_apt,420,76
Manhattan,Entire home_apt,220,9
Manhattan,Private room,1350,365
Manhattan,Entire home_apt,179,364
Brooklyn,Private room,119,180
Brooklyn,Private room,89,180
Brooklyn,Entire home_apt,175,0
Brooklyn,Private room,100,69
Manhattan,Entire home_apt,380,0
Queens,Private room,45,5
Queens,Private room,300,133
Manhattan,Entire home_apt,443,165
Manhattan,Private room,50,0
Manhattan,Entire home_apt,116,99
Manhattan,Private room,119,239
Manhattan,Private room,180,179
Manhattan,Entire home_apt,225,11
Bronx,Entire home_apt,150,109
Manhattan,Entire home_apt,179,229
Queens,Entire home_apt,200,0
Brooklyn,Private room,60,0
Manhattan,Entire home_apt,280,1
Manhattan,Entire home_apt,129,332
Brooklyn,Entire home_apt,300,35
Manhattan,Private room,83,0
Manhattan,Entire home_apt,300,21
Manhattan,Private room,1000,90
Manhattan,Private room,55,3
Brooklyn,Private room,30,0
Manhattan,Entire home_apt,262,91
Manhattan,Entire home_apt,255,81
Manhattan,Entire home_apt,245,137
Manhattan,Entire home_apt,185,281
Manhattan,Entire home_apt,185,332
Manhattan,Entire home_apt,252,117
Manhattan,Entire home_apt,189,325
Manhattan,Entire home_apt,228,111
Manhattan,Entire home_apt,240,99
Manhattan,Entire home_apt,241,130
Manhattan,Entire home_apt,265,83
Manhattan,Entire home_apt,263,62
Manhattan,Entire home_apt,243,153
Manhattan,Entire home_apt,254,159
Queens,Private room,35,310
Brooklyn,Private room,45,0
Brooklyn,Entire home_apt,200,0
Brooklyn,Private room,40,90
Manhattan,Entire home_apt,180,4
Brooklyn,Private room,80,280
Manhattan,Entire home_apt,80,0
Queens,Private room,60,51
Brooklyn,Entire home_apt,115,16
Manhattan,Entire home_apt,235,0
Manhattan,Private room,150,0
Brooklyn,Private room,100,6
Brooklyn,Entire home_apt,120,0
Manhattan,Entire home_apt,199,0
Manhattan,Private room,150,7
Brooklyn,Private room,100,0
Manhattan,Private room,89,0
Bronx,Private room,70,342
Brooklyn,Entire home_apt,113,118
Manhattan,Entire home_apt,85,3
Manhattan,Shared room,80,48
Manhattan,Entire home_apt,150,0
Bronx,Shared room,20,139
Brooklyn,Shared room,40,50
Manhattan,Entire home_apt,499,356
Bronx,Entire home_apt,200,347
Manhattan,Private room,75,0
Bronx,Entire home_apt,299,322
Queens,Shared room,40,365
Queens,Private room,57,365
Brooklyn,Entire home_apt,450,357
Manhattan,Entire home_apt,1075,365
Brooklyn,Private room,55,0
Brooklyn,Shared room,32,342
Manhattan,Entire home_apt,150,157
Brooklyn,Entire home_apt,50,26
Brooklyn,Shared room,32,330
Brooklyn,Private room,175,83
Brooklyn,Shared room,40,365
Brooklyn,Shared room,40,365
Brooklyn,Private room,55,365
Manhattan,Entire home_apt,175,0
Manhattan,Entire home_apt,200,0
Manhattan,Entire home_apt,102,0
Manhattan,Shared room,99,33
Queens,Entire home_apt,200,265
Queens,Private room,55,0
Brooklyn,Private room,65,0
Queens,Entire home_apt,140,101
Brooklyn,Entire home_apt,100,1
Manhattan,Entire home_apt,550,14
Manhattan,Entire home_apt,134,20
Manhattan,Private room,150,184
Brooklyn,Entire home_apt,105,144
Brooklyn,Private room,75,47
Manhattan,Entire home_apt,250,244
Manhattan,Entire home_apt,295,140
Brooklyn,Private room,32,0
Brooklyn,Private room,35,0
Manhattan,Entire home_apt,180,57
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,130,0
Manhattan,Private room,60,66
Manhattan,Private room,3000,23
Staten Island,Private room,85,305
Manhattan,Shared room,80,52
Manhattan,Shared room,80,22
Manhattan,Entire home_apt,220,22
Manhattan,Shared room,80,46
Manhattan,Private room,120,66
Brooklyn,Entire home_apt,200,0
Brooklyn,Private room,40,93
Brooklyn,Private room,60,210
Bronx,Private room,80,155
Manhattan,Private room,69,365
Brooklyn,Entire home_apt,160,0
Manhattan,Entire home_apt,180,188
Brooklyn,Shared room,32,365
Manhattan,Entire home_apt,956,124
Brooklyn,Shared room,32,355
Brooklyn,Shared room,40,276
Brooklyn,Shared room,40,365
Manhattan,Entire home_apt,230,282
Brooklyn,Private room,55,340
Manhattan,Private room,99,43
Brooklyn,Private room,70,137
Manhattan,Entire home_apt,139,10
Manhattan,Entire home_apt,135,0
Brooklyn,Entire home_apt,125,0
Manhattan,Entire home_apt,350,342
Brooklyn,Entire home_apt,99,0
Manhattan,Entire home_apt,410,18
Manhattan,Private room,65,0
Queens,Private room,60,364
Brooklyn,Entire home_apt,450,334
Brooklyn,Private room,33,0
Brooklyn,Entire home_apt,120,3
Brooklyn,Private room,60,189
Brooklyn,Private room,130,0
Brooklyn,Entire home_apt,100,0
Queens,Private room,75,256
Brooklyn,Entire home_apt,199,129
Manhattan,Entire home_apt,183,294
Brooklyn,Private room,35,100
Brooklyn,Shared room,22,0
Brooklyn,Entire home_apt,104,43
Manhattan,Entire home_apt,100,0
Queens,Private room,40,22
Queens,Entire home_apt,150,107
Manhattan,Entire home_apt,820,365
Manhattan,Private room,69,8
Bronx,Private room,49,0
Manhattan,Entire home_apt,205,44
Manhattan,Entire home_apt,91,1
Queens,Private room,90,29
Manhattan,Entire home_apt,306,343
Brooklyn,Entire home_apt,300,364
Brooklyn,Private room,45,3
Manhattan,Entire home_apt,520,80
Queens,Entire home_apt,58,57
Brooklyn,Entire home_apt,220,89
Brooklyn,Private room,80,365
Manhattan,Entire home_apt,130,4
Queens,Private room,70,0
Brooklyn,Private room,40,0
Manhattan,Private room,399,246
Brooklyn,Private room,118,112
Manhattan,Private room,100,365
Brooklyn,Private room,37,1
Manhattan,Entire home_apt,1999,365
Manhattan,Entire home_apt,370,155
Bronx,Entire home_apt,165,310
Manhattan,Private room,125,165
Brooklyn,Private room,105,0
Manhattan,Private room,99,5
Queens,Private room,35,0
Brooklyn,Entire home_apt,100,0
Manhattan,Private room,150,72
Brooklyn,Entire home_apt,175,9
Brooklyn,Entire home_apt,75,185
Queens,Entire home_apt,85,12
Manhattan,Private room,100,0
Brooklyn,Entire home_apt,200,285
Bronx,Shared room,20,114
Brooklyn,Entire home_apt,155,10
Manhattan,Entire home_apt,400,0
Queens,Entire home_apt,60,50
Manhattan,Entire home_apt,135,141
Queens,Private room,55,35
Manhattan,Entire home_apt,215,2
Manhattan,Entire home_apt,227,329
Queens,Entire home_apt,200,0
Brooklyn,Private room,140,365
Queens,Entire home_apt,120,303
Manhattan,Entire home_apt,250,233
Brooklyn,Private room,90,91
Manhattan,Private room,100,262
Brooklyn,Entire home_apt,205,89
Queens,Entire home_apt,200,11
Manhattan,Entire home_apt,200,11
Manhattan,Private room,55,1
Queens,Private room,65,341
Manhattan,Private room,55,154
Manhattan,Entire home_apt,250,0
Manhattan,Private room,50,237
Manhattan,Private room,58,314
Queens,Private room,56,12
Manhattan,Private room,55,299
Manhattan,Entire home_apt,160,0
Manhattan,Entire home_apt,149,35
Queens,Private room,35,3
Brooklyn,Entire home_apt,250,84
Brooklyn,Private room,175,89
Queens,Private room,55,3
Brooklyn,Private room,55,0
Brooklyn,Entire home_apt,100,273
Brooklyn,Private room,89,260
Manhattan,Private room,140,39
Manhattan,Entire home_apt,649,281
Bronx,Shared room,20,25
Brooklyn,Entire home_apt,189,242
Brooklyn,Private room,55,28
Brooklyn,Private room,60,0
Queens,Private room,65,0
Manhattan,Private room,89,170
Manhattan,Private room,68,0
Manhattan,Private room,89,127
Manhattan,Entire home_apt,165,12
Manhattan,Entire home_apt,142,0
Manhattan,Entire home_apt,100,365
Queens,Private room,46,0
Manhattan,Private room,75,0
Brooklyn,Private room,63,47
Brooklyn,Private room,75,16
Brooklyn,Entire home_apt,120,0
Manhattan,Private room,249,81
Brooklyn,Entire home_apt,250,0
Brooklyn,Private room,60,0
Brooklyn,Entire home_apt,69,0
Brooklyn,Shared room,35,87
Brooklyn,Entire home_apt,70,14
Brooklyn,Entire home_apt,100,12
Brooklyn,Entire home_apt,200,325
Queens,Entire home_apt,65,182
Manhattan,Entire home_apt,399,118
Brooklyn,Private room,120,77
Brooklyn,Private room,120,362
Brooklyn,Entire home_apt,120,68
Manhattan,Shared room,60,7
Queens,Private room,60,0
Brooklyn,Private room,100,365
Manhattan,Private room,125,0
Manhattan,Private room,90,88
Bronx,Entire home_apt,100,20
Queens,Private room,35,85
Brooklyn,Private room,75,0
Brooklyn,Private room,70,342
Manhattan,Entire home_apt,200,0
Brooklyn,Private room,45,30
Manhattan,Private room,28,0
Manhattan,Private room,85,42
Manhattan,Entire home_apt,300,0
Queens,Private room,50,16
Queens,Entire home_apt,80,313
Manhattan,Entire home_apt,350,342
Manhattan,Private room,295,89
Brooklyn,Entire home_apt,130,261
Brooklyn,Private room,80,0
Queens,Private room,60,0
Queens,Entire home_apt,79,36
Queens,Entire home_apt,70,4
Manhattan,Entire home_apt,225,90
Manhattan,Entire home_apt,300,16
Brooklyn,Entire home_apt,83,349
Manhattan,Entire home_apt,373,259
Manhattan,Entire home_apt,100,246
Manhattan,Entire home_apt,310,7
Manhattan,Private room,209,53
Manhattan,Entire home_apt,247,263
Manhattan,Entire home_apt,300,357
Brooklyn,Private room,80,160
Manhattan,Private room,99,44
Queens,Private room,100,335
Brooklyn,Private room,60,327
Queens,Private room,105,180
Brooklyn,Shared room,40,281
Manhattan,Entire home_apt,189,35
Manhattan,Entire home_apt,300,173
Manhattan,Shared room,199,95
Manhattan,Entire home_apt,890,0
Brooklyn,Private room,42,0
Bronx,Entire home_apt,200,80
Queens,Private room,44,119
Queens,Private room,30,189
Manhattan,Entire home_apt,145,151
Brooklyn,Private room,60,78
Brooklyn,Private room,48,169
Brooklyn,Entire home_apt,350,283
Brooklyn,Entire home_apt,90,1
Queens,Private room,35,46
Brooklyn,Entire home_apt,85,237
Manhattan,Entire home_apt,250,0
Manhattan,Private room,70,0
Queens,Private room,35,89
Manhattan,Entire home_apt,160,0
Queens,Entire home_apt,93,181
Queens,Private room,45,89
Brooklyn,Entire home_apt,249,0
Manhattan,Private room,150,157
Queens,Private room,49,0
Queens,Private room,48,0
Manhattan,Shared room,65,0
Brooklyn,Shared room,27,89
Brooklyn,Private room,100,31
Brooklyn,Shared room,35,88
Brooklyn,Private room,120,0
Brooklyn,Private room,59,13
Brooklyn,Entire home_apt,120,126
Manhattan,Shared room,50,98
Staten Island,Private room,65,362
Manhattan,Entire home_apt,500,0
Queens,Entire home_apt,80,150
Brooklyn,Private room,65,161
Manhattan,Private room,110,89
Brooklyn,Private room,100,0
Queens,Entire home_apt,85,85
Manhattan,Entire home_apt,288,87
Staten Island,Private room,55,363
Queens,Entire home_apt,200,0
Brooklyn,Private room,60,0
Brooklyn,Private room,112,84
Brooklyn,Private room,59,10
Brooklyn,Entire home_apt,175,24
Brooklyn,Private room,35,20
Brooklyn,Entire home_apt,150,89
Brooklyn,Private room,61,307
Queens,Private room,70,310
Manhattan,Private room,169,14
Manhattan,Entire home_apt,130,120
Brooklyn,Private room,70,63
Brooklyn,Private room,55,2
Queens,Entire home_apt,200,148
Manhattan,Private room,100,73
Brooklyn,Entire home_apt,1750,358
Brooklyn,Private room,48,0
Manhattan,Private room,50,0
Brooklyn,Private room,55,0
Brooklyn,Private room,35,97
Brooklyn,Private room,50,318
Manhattan,Entire home_apt,115,116
Manhattan,Entire home_apt,250,10
Brooklyn,Private room,60,9
Manhattan,Entire home_apt,155,70
Queens,Entire home_apt,188,344
Manhattan,Entire home_apt,205,1
Brooklyn,Private room,185,37
Manhattan,Private room,200,365
Manhattan,Private room,200,0
Brooklyn,Entire home_apt,150,0
Brooklyn,Entire home_apt,144,92
Manhattan,Entire home_apt,279,0
Queens,Shared room,40,346
Brooklyn,Entire home_apt,125,57
Manhattan,Private room,100,0
Brooklyn,Entire home_apt,195,136
Manhattan,Private room,120,0
Brooklyn,Private room,65,164
Bronx,Private room,125,80
Brooklyn,Shared room,45,22
Manhattan,Private room,89,0
Queens,Entire home_apt,45,0
Brooklyn,Entire home_apt,250,0
Brooklyn,Private room,65,126
Manhattan,Entire home_apt,450,89
Manhattan,Entire home_apt,299,212
Brooklyn,Entire home_apt,150,249
Manhattan,Private room,60,0
Brooklyn,Entire home_apt,99,273
Queens,Private room,30,6
Queens,Private room,38,6
Manhattan,Entire home_apt,150,56
Brooklyn,Entire home_apt,250,101
Brooklyn,Private room,80,78
Queens,Private room,70,134
Brooklyn,Entire home_apt,300,352
Brooklyn,Private room,39,89
Manhattan,Private room,70,39
Manhattan,Entire home_apt,300,363
Manhattan,Entire home_apt,250,0
Manhattan,Entire home_apt,199,16
Brooklyn,Private room,25,175
Manhattan,Entire home_apt,350,207
Bronx,Private room,60,333
Brooklyn,Entire home_apt,125,227
Brooklyn,Private room,81,36
Manhattan,Entire home_apt,219,39
Manhattan,Shared room,35,320
Manhattan,Shared room,32,342
Manhattan,Shared room,35,321
Manhattan,Shared room,35,322
Queens,Private room,75,0
Brooklyn,Entire home_apt,52,0
Queens,Private room,40,56
Manhattan,Entire home_apt,215,265
Brooklyn,Entire home_apt,100,0
Manhattan,Entire home_apt,110,0
Queens,Entire home_apt,75,132
Manhattan,Private room,150,364
Brooklyn,Shared room,30,364
Manhattan,Entire home_apt,1000,38
Brooklyn,Private room,125,0
Manhattan,Private room,99,49
Manhattan,Entire home_apt,210,235
Manhattan,Entire home_apt,100,0
Brooklyn,Private room,30,0
Manhattan,Entire home_apt,190,0
Manhattan,Private room,110,0
Manhattan,Private room,250,1
Brooklyn,Private room,59,179
Brooklyn,Private room,48,0
Queens,Private room,70,269
Brooklyn,Private room,48,0
Brooklyn,Private room,90,0
Brooklyn,Private room,125,340
Queens,Private room,88,188
Brooklyn,Private room,60,220
Brooklyn,Entire home_apt,97,340
Manhattan,Private room,99,321
Brooklyn,Private room,48,0
Brooklyn,Private room,48,0
Manhattan,Shared room,35,334
Brooklyn,Entire home_apt,156,21
Bronx,Entire home_apt,100,173
Queens,Private room,98,0
Brooklyn,Entire home_apt,99,32
Bronx,Entire home_apt,175,79
Brooklyn,Private room,38,6
Manhattan,Shared room,35,22
Brooklyn,Entire home_apt,200,22
Brooklyn,Entire home_apt,180,24
Manhattan,Entire home_apt,200,80
Brooklyn,Entire home_apt,195,301
Manhattan,Private room,50,22
Queens,Private room,60,209
Queens,Private room,45,97
Queens,Private room,55,286
Brooklyn,Entire home_apt,90,91
Manhattan,Private room,47,228
Queens,Shared room,65,365
Manhattan,Entire home_apt,250,0
Manhattan,Private room,120,0
Queens,Private room,42,365
Brooklyn,Private room,36,0
Queens,Private room,42,189
Manhattan,Private room,100,365
Queens,Private room,89,358
Queens,Private room,45,217
Brooklyn,Private room,20,17
Manhattan,Private room,70,347
Manhattan,Entire home_apt,478,148
Brooklyn,Private room,150,90
Queens,Entire home_apt,400,34
Manhattan,Private room,209,88
Manhattan,Shared room,30,13
Queens,Private room,200,177
Brooklyn,Entire home_apt,205,203
Brooklyn,Private room,85,168
Manhattan,Entire home_apt,365,28
Brooklyn,Private room,65,26
Brooklyn,Private room,60,151
Brooklyn,Entire home_apt,120,20
Manhattan,Private room,80,70
Staten Island,Private room,69,280
Brooklyn,Private room,20,38
Brooklyn,Private room,75,0
Brooklyn,Entire home_apt,60,153
Manhattan,Entire home_apt,143,57
Brooklyn,Private room,200,0
Manhattan,Private room,115,33
Brooklyn,Private room,45,0
Bronx,Private room,100,150
Queens,Entire home_apt,72,293
Brooklyn,Entire home_apt,75,115
Brooklyn,Private room,40,79
Brooklyn,Private room,79,69
Brooklyn,Entire home_apt,130,96
Brooklyn,Private room,40,54
Brooklyn,Private room,45,40
Bronx,Entire home_apt,42,6
Manhattan,Entire home_apt,100,0
Brooklyn,Entire home_apt,99,4
Queens,Private room,33,0
Brooklyn,Private room,90,3
Brooklyn,Shared room,35,86
Brooklyn,Entire home_apt,150,34
Brooklyn,Entire home_apt,70,29
Queens,Private room,60,0
Staten Island,Entire home_apt,130,174
Brooklyn,Private room,50,0
Queens,Private room,75,0
Brooklyn,Private room,45,25
Queens,Entire home_apt,150,0
Bronx,Entire home_apt,75,359
Queens,Entire home_apt,70,105
Manhattan,Entire home_apt,200,58
Manhattan,Private room,110,175
Manhattan,Entire home_apt,216,89
Manhattan,Entire home_apt,100,0
Staten Island,Private room,40,307
Brooklyn,Private room,60,189
Manhattan,Private room,60,67
Manhattan,Private room,308,37
Queens,Entire home_apt,75,325
Brooklyn,Entire home_apt,187,0
Queens,Private room,39,0
Manhattan,Private room,60,0
Brooklyn,Entire home_apt,75,0
Manhattan,Private room,45,341
Brooklyn,Entire home_apt,33,19
Brooklyn,Private room,75,0
Brooklyn,Private room,39,0
Manhattan,Entire home_apt,187,0
Brooklyn,Private room,100,220
Manhattan,Private room,85,224
Brooklyn,Private room,119,0
Bronx,Private room,75,365
Queens,Private room,50,89
Manhattan,Entire home_apt,150,7
Manhattan,Private room,72,15
Queens,Private room,50,36
Queens,Private room,59,37
Manhattan,Entire home_apt,125,270
Brooklyn,Entire home_apt,100,17
Manhattan,Entire home_apt,100,0
Manhattan,Entire home_apt,160,205
Queens,Private room,50,178
Brooklyn,Private room,45,34
Manhattan,Private room,90,76
Brooklyn,Private room,39,0
Brooklyn,Private room,60,0
Brooklyn,Entire home_apt,251,340
Bronx,Entire home_apt,67,172
Manhattan,Private room,92,346
Queens,Private room,147,85
Manhattan,Entire home_apt,115,19
Brooklyn,Entire home_apt,130,189
Brooklyn,Entire home_apt,209,0
Brooklyn,Private room,55,0
Brooklyn,Entire home_apt,125,0
Queens,Private room,65,119
Queens,Private room,55,100
Manhattan,Private room,68,2
Brooklyn,Private room,50,0
Brooklyn,Private room,55,0
Queens,Private room,67,145
Queens,Private room,50,24
Staten Island,Private room,35,299
Manhattan,Entire home_apt,104,0
Brooklyn,Entire home_apt,80,0
Manhattan,Entire home_apt,99,201
Brooklyn,Shared room,125,156
Brooklyn,Entire home_apt,155,365
Brooklyn,Private room,110,98
Brooklyn,Private room,30,0
Manhattan,Private room,89,1
Brooklyn,Private room,105,0
Queens,Private room,60,0
Queens,Entire home_apt,175,365
Brooklyn,Private room,70,188
